Tanggal,Garut_PRECTOTCORR,Garut_T2M,Garut_RH2M
2026-01-08,1.72,23.01,85.72
2026-01-09,2.28,22.94,87.8
2026-01-10,1.62,22.72,88.86
2026-01-11,6.47,22.89,91.5
2026-01-12,28.98,22.49,94.88
2026-01-13,2.69,21.73,87.05
2026-01-14,6.81,21.96,86.35
2026-01-15,2.83,21.88,86.0
2026-01-16,5.34,22.57,87.26
2026-01-17,8.2,22.44,90.53
2026-01-18,13.22,22.35,89.68
2026-01-19,4.91,22.65,88.19
2026-01-20,9.66,22.59,88.75
2026-01-21,6.9,21.71,88.84
2026-01-22,14.27,22.18,88.75
2026-01-23,21.99,22.06,92.15
2026-01-24,6.7,22.33,91.11
2026-01-25,3.0,22.4,91.3
2026-01-26,2.32,22.84,92.17
2026-01-27,8.22,22.1,93.57
2026-01-28,5.12,22.47,91.77
2026-01-29,12.36,22.54,92.46
2026-01-30,5.18,22.8,90.27
2026-01-31,3.66,23.04,90.55
2026-02-01,5.42,22.8,89.77
2026-02-02,4.49,23.08,87.04
2026-02-03,12.22,23.31,88.84
2026-02-04,6.6,23.54,87.79
2026-02-05,0.75,23.18,89.68
2026-02-06,3.26,22.67,92.34
2026-02-07,3.19,22.32,88.64
2026-02-08,1.45,22.27,88.59
2026-02-09,5.88,22.5,91.78
2026-02-10,2.82,22.59,89.86
2026-02-11,3.14,23.17,91.54
2026-02-12,29.9,23.13,89.67
2026-02-13,3.89,22.64,91.43
2026-02-14,12.31,23.48,87.24
2026-02-15,11.12,23.04,89.47
2026-02-16,7.08,22.48,92.31
2026-02-17,2.38,23.49,87.49
2026-02-18,1.23,21.97,93.3
2026-02-19,10.41,22.43,91.22
2026-02-20,11.97,22.34,91.8
2026-02-21,1.27,22.34,90.1
2026-02-22,0.56,22.98,90.5
2026-02-23,1.54,22.5,91.88
2026-02-24,0.3,23.0,83.46
2026-02-25,0.61,23.34,84.39
2026-02-26,4.66,23.08,84.77
2026-02-27,8.47,22.49,87.98
2026-02-28,8.73,22.73,85.83
2026-03-01,10.55,23.14,85.43
2026-03-02,21.97,23.42,85.76
2026-03-03,9.2,22.83,87.4
2026-03-04,14.16,22.59,88.69
2026-03-05,5.34,22.72,87.41
2026-03-06,1.3,23.07,87.46
2026-03-07,14.14,22.85,88.13
2026-03-08,11.12,21.32,89.4
2026-03-09,0.11,22.79,84.83
2026-03-10,3.62,23.69,84.76
2026-03-11,1.3,23.74,85.6
2026-03-12,0.13,23.91,82.38
2026-03-13,0.05,23.94,82.46
2026-03-14,0.59,24.14,83.79
2026-03-15,11.75,23.56,85.42
2026-03-16,0.55,23.6,81.26
2026-03-17,0.11,24.0,78.04
2026-03-18,4.14,23.58,85.13
2026-03-19,2.11,23.15,85.36
2026-03-20,3.15,23.71,86.41
2026-03-21,2.53,23.85,85.32
2026-03-22,0.33,23.46,87.2
2026-03-23,2.61,23.35,85.2
2026-03-24,2.18,22.85,87.9
2026-03-25,0.46,23.67,84.26
2026-03-26,13.01,23.64,90.34
2026-03-27,8.25,22.64,94.29
2026-03-28,24.98,23.46,91.45
2026-03-29,5.61,23.85,87.85
2026-03-30,11.29,23.35,88.31
2026-03-31,8.37,22.87,90.65
2026-04-01,9.04,23.73,86.17
2026-04-02,60.79,23.89,90.49
2026-04-03,21.11,23.68,91.13
2026-04-04,12.22,23.59,90.23
2026-04-05,17.02,23.13,88.52
2026-04-06,14.21,23.68,82.08
2026-04-07,3.59,23.61,87.28
2026-04-08,8.2,23.81,88.11
2026-04-09,3.49,23.79,87.34
2026-04-10,9.36,23.33,91.77
2026-04-11,13.83,23.79,90.57
2026-04-12,4.85,23.62,88.39
2026-04-13,2.16,23.67,88.05
2026-04-14,18.25,23.05,94.63
2026-04-15,14.01,23.39,91.5
2026-04-16,16.32,23.32,89.95
2026-04-17,10.55,23.75,90.98
2026-04-18,3.94,23.91,91.17
2026-04-19,4.51,23.36,92.71
2026-04-20,8.11,23.19,91.14
2026-04-21,4.93,23.5,90.09
2026-04-22,5.85,23.92,88.98
2026-04-23,2.33,23.38,91.93
2026-04-24,2.65,23.48,90.66
2026-04-25,1.97,23.6,91.42
2026-04-26,1.51,23.95,88.22
2026-04-27,2.71,23.59,89.31
2026-04-28,2.3,23.8,88.67
2026-04-29,5.31,23.82,91.63
2026-04-30,3.85,23.84,89.59
2026-05-01,22.44,24.4,91.17
